Name_p1,Type_1_p1,Type_2_p1,HP_p1,Attack_p1,Defense_p1,SpAtk_p1,SpDef_p1,Speed_p1,Generation_p1,Legendary_p1,Name_p2,Type_1_p2,Type_2_p2,HP_p2,Attack_p2,Defense_p2,SpAtk_p2,SpDef_p2,Speed_p2,Generation_p2,Legendary_p2,label
254,8,9,65.0,90.0,122.0,58.0,75.0,84.0,6.0,0,601,0,9,45,53,70,40,60,42,5,0,0
476,14,17,116.0,55.0,85.0,107.0,95.0,29.0,5.0,0,601,0,9,45,53,70,40,60,42,5,0,1
725,11,17,36.0,50.0,50.0,65.0,60.0,44.0,5.0,0,601,0,9,45,53,70,40,60,42,5,0,0
617,0,17,50.0,35.0,55.0,25.0,25.0,15.0,3.0,0,601,0,9,45,53,70,40,60,42,5,0,1
440,16,10,75.0,125.0,230.0,55.0,95.0,30.0,2.0,0,601,0,9,45,53,70,40,60,42,5,0,1
294,1,6,45.0,60.0,30.0,80.0,50.0,65.0,2.0,0,601,0,9,45,53,70,40,60,42,5,0,0
287,16,8,45.0,80.0,100.0,35.0,37.0,28.0,6.0,0,601,0,9,45,53,70,40,60,42,5,0,1
201,4,17,44.0,38.0,39.0,61.0,79.0,42.0,6.0,0,601,0,9,45,53,70,40,60,42,5,0,1
58,12,17,95.0,110.0,95.0,40.0,95.0,55.0,5.0,0,601,0,9,45,53,70,40,60,42,5,0,0
286,6,7,106.0,130.0,90.0,110.0,154.0,90.0,2.0,1,601,0,9,45,53,70,40,60,42,5,0,0
479,13,10,90.0,92.0,87.0,75.0,85.0,76.0,1.0,0,601,0,9,45,53,70,40,60,42,5,0,0
479,13,10,90.0,92.0,87.0,75.0,85.0,76.0,1.0,0,601,0,9,45,53,70,40,60,42,5,0,0
417,11,17,80.0,120.0,80.0,120.0,80.0,100.0,3.0,0,601,0,9,45,53,70,40,60,42,5,0,0
304,16,14,100.0,100.0,100.0,100.0,100.0,100.0,3.0,1,601,0,9,45,53,70,40,60,42,5,0,0
613,9,17,60.0,40.0,60.0,40.0,60.0,35.0,3.0,0,601,0,9,45,53,70,40,60,42,5,0,1
748,17,17,59.0,63.0,80.0,65.0,80.0,58.0,1.0,0,601,0,9,45,53,70,40,60,42,5,0,0
748,17,17,59.0,63.0,80.0,65.0,80.0,58.0,1.0,0,601,0,9,45,53,70,40,60,42,5,0,0
626,13,18,50.0,60.0,60.0,60.0,60.0,30.0,6.0,0,601,0,9,45,53,70,40,60,42,5,0,1
387,17,7,65.0,40.0,70.0,80.0,140.0,70.0,2.0,0,601,0,9,45,53,70,40,60,42,5,0,0
128,6,14,105.0,30.0,105.0,140.0,105.0,55.0,5.0,0,601,0,9,45,53,70,40,60,42,5,0,0
633,17,14,90.0,65.0,65.0,40.0,40.0,15.0,1.0,0,601,0,9,45,53,70,40,60,42,5,0,1
603,9,17,100.0,100.0,100.0,100.0,100.0,100.0,4.0,1,601,0,9,45,53,70,40,60,42,5,0,0
632,17,14,95.0,75.0,80.0,100.0,110.0,30.0,2.0,0,601,0,9,45,53,70,40,60,42,5,0,1
618,17,17,75.0,98.0,63.0,98.0,63.0,101.0,5.0,0,601,0,9,45,53,70,40,60,42,5,0,0
631,17,14,95.0,75.0,110.0,100.0,80.0,30.0,1.0,0,601,0,9,45,53,70,40,60,42,5,0,1
90,9,5,88.0,107.0,122.0,74.0,75.0,64.0,6.0,0,601,0,9,45,53,70,40,60,42,5,0,0
137,14,17,50.0,150.0,50.0,150.0,50.0,150.0,3.0,1,601,0,9,45,53,70,40,60,42,5,0,0
290,12,7,60.0,30.0,30.0,36.0,56.0,50.0,2.0,0,601,0,9,45,53,70,40,60,42,5,0,0
514,10,17,90.0,60.0,60.0,40.0,40.0,40.0,2.0,0,601,0,9,45,53,70,40,60,42,5,0,1
508,0,9,60.0,95.0,80.0,60.0,80.0,30.0,1.0,0,601,0,9,45,53,70,40,60,42,5,0,1
355,12,17,78.0,70.0,61.0,50.0,61.0,100.0,3.0,0,601,0,9,45,53,70,40,60,42,5,0,0
581,10,1,50.0,72.0,35.0,35.0,35.0,65.0,5.0,0,601,0,9,45,53,70,40,60,42,5,0,0
57,15,17,50.0,80.0,95.0,10.0,45.0,10.0,4.0,0,601,0,9,45,53,70,40,60,42,5,0,0
165,8,17,40.0,70.0,130.0,60.0,130.0,25.0,3.0,0,601,0,9,45,53,70,40,60,42,5,0,1
158,14,17,60.0,48.0,45.0,43.0,90.0,42.0,1.0,0,601,0,9,45,53,70,40,60,42,5,0,1
520,12,7,40.0,45.0,40.0,35.0,35.0,56.0,1.0,0,601,0,9,45,53,70,40,60,42,5,0,0
346,0,9,75.0,103.0,80.0,70.0,80.0,92.0,5.0,0,601,0,9,45,53,70,40,60,42,5,0,0
276,6,16,91.0,90.0,106.0,130.0,106.0,77.0,4.0,1,601,0,9,45,53,70,40,60,42,5,0,0
386,5,17,40.0,80.0,35.0,35.0,45.0,70.0,1.0,0,601,0,9,45,53,70,40,60,42,5,0,0
651,8,1,50.0,92.0,108.0,92.0,108.0,35.0,4.0,0,601,0,9,45,53,70,40,60,42,5,0,1
23,4,17,101.0,72.0,72.0,99.0,89.0,29.0,6.0,0,601,0,9,45,53,70,40,60,42,5,0,1
39,15,16,60.0,52.0,168.0,47.0,138.0,30.0,4.0,0,601,0,9,45,53,70,40,60,42,5,0,1
485,6,17,73.0,76.0,75.0,81.0,100.0,100.0,1.0,0,601,0,9,45,53,70,40,60,42,5,0,0
53,6,5,80.0,120.0,70.0,110.0,70.0,80.0,3.0,0,601,0,9,45,53,70,40,60,42,5,0,0
205,17,17,85.0,105.0,55.0,85.0,50.0,115.0,4.0,0,601,0,9,45,53,70,40,60,42,5,0,0
544,8,9,59.0,66.0,70.0,44.0,55.0,41.0,6.0,0,601,0,9,45,53,70,40,60,42,5,0,1
696,4,17,35.0,20.0,65.0,40.0,65.0,20.0,2.0,0,601,0,9,45,53,70,40,60,42,5,0,1
49,12,18,79.0,85.0,60.0,55.0,60.0,71.0,4.0,0,601,0,9,45,53,70,40,60,42,5,0,0
407,17,17,79.0,103.0,120.0,135.0,115.0,78.0,1.0,0,601,0,9,45,53,70,40,60,42,5,0,0
324,16,17,60.0,100.0,115.0,70.0,85.0,90.0,5.0,0,601,0,9,45,53,70,40,60,42,5,0,0
14,9,13,114.0,85.0,70.0,85.0,80.0,30.0,5.0,0,601,0,9,45,53,70,40,60,42,5,0,1
84,6,7,78.0,84.0,78.0,109.0,85.0,100.0,1.0,0,601,0,9,45,53,70,40,60,42,5,0,0
243,17,17,45.0,67.0,60.0,35.0,50.0,63.0,1.0,0,601,0,9,45,53,70,40,60,42,5,0,0
244,17,17,80.0,82.0,78.0,95.0,80.0,85.0,1.0,0,601,0,9,45,53,70,40,60,42,5,0,0
737,9,5,91.0,90.0,72.0,90.0,129.0,108.0,5.0,1,398,1,17,65,150,60,115,60,115,3,0,1
759,17,7,40.0,30.0,30.0,55.0,30.0,85.0,3.0,0,398,1,17,65,150,60,115,60,115,3,0,1
580,17,17,95.0,100.0,85.0,108.0,70.0,70.0,5.0,0,398,1,17,65,150,60,115,60,115,3,0,1
404,12,4,103.0,60.0,126.0,80.0,126.0,50.0,5.0,0,398,1,17,65,150,60,115,60,115,3,0,1
79,12,17,70.0,70.0,70.0,70.0,70.0,70.0,3.0,0,398,1,17,65,150,60,115,60,115,3,0,1
647,0,17,45.0,22.0,60.0,27.0,30.0,29.0,6.0,0,398,1,17,65,150,60,115,60,115,3,0,1
134,11,7,45.0,55.0,45.0,65.0,45.0,75.0,2.0,0,398,1,17,65,150,60,115,60,115,3,0,1
197,9,16,44.0,50.0,91.0,24.0,86.0,10.0,5.0,0,398,1,17,65,150,60,115,60,115,3,0,1
660,17,17,30.0,45.0,55.0,70.0,55.0,85.0,1.0,0,398,1,17,65,150,60,115,60,115,3,0,1
421,12,17,105.0,125.0,100.0,60.0,100.0,100.0,1.0,0,398,1,17,65,150,60,115,60,115,3,0,1
96,14,17,45.0,30.0,50.0,65.0,50.0,45.0,4.0,0,398,1,17,65,150,60,115,60,115,3,0,1
661,16,10,75.0,85.0,200.0,55.0,65.0,30.0,2.0,0,398,1,17,65,150,60,115,60,115,3,0,1
147,12,7,35.0,85.0,45.0,35.0,35.0,75.0,1.0,0,398,1,17,65,150,60,115,60,115,3,0,1
117,14,17,120.0,70.0,120.0,75.0,130.0,85.0,4.0,0,398,1,17,65,150,60,115,60,115,3,0,1
310,15,18,60.0,115.0,105.0,65.0,70.0,80.0,1.0,0,398,1,17,65,150,60,115,60,115,3,0,1
310,15,18,60.0,115.0,105.0,65.0,70.0,80.0,1.0,0,398,1,17,65,150,60,115,60,115,3,0,1
126,1,17,70.0,90.0,90.0,135.0,90.0,125.0,4.0,1,398,1,17,65,150,60,115,60,115,3,0,0
777,2,3,100.0,150.0,120.0,120.0,100.0,90.0,5.0,1,398,1,17,65,150,60,115,60,115,3,0,1
344,2,14,80.0,90.0,80.0,130.0,110.0,110.0,3.0,1,398,1,17,65,150,60,115,60,115,3,0,1
749,3,18,50.0,65.0,107.0,105.0,107.0,86.0,4.0,0,398,1,17,65,150,60,115,60,115,3,0,1
722,14,17,48.0,72.0,48.0,72.0,48.0,48.0,2.0,0,398,1,17,65,150,60,115,60,115,3,0,1
44,14,17,75.0,75.0,75.0,125.0,95.0,40.0,5.0,0,398,1,17,65,150,60,115,60,115,3,0,1
460,12,17,95.0,80.0,105.0,40.0,70.0,100.0,2.0,0,398,1,17,65,150,60,115,60,115,3,0,1
87,12,7,76.0,65.0,45.0,92.0,42.0,91.0,4.0,0,398,1,17,65,150,60,115,60,115,3,0,1
584,12,9,80.0,100.0,70.0,60.0,70.0,95.0,5.0,0,398,1,17,65,150,60,115,60,115,3,0,1
309,15,18,30.0,80.0,90.0,55.0,45.0,55.0,1.0,0,398,1,17,65,150,60,115,60,115,3,0,1
420,1,6,75.0,90.0,90.0,140.0,90.0,115.0,2.0,0,398,1,17,65,150,60,115,60,115,3,0,1
305,3,17,65.0,65.0,60.0,110.0,95.0,130.0,1.0,0,398,1,17,65,150,60,115,60,115,3,0,0
294,1,6,45.0,60.0,30.0,80.0,50.0,65.0,2.0,0,398,1,17,65,150,60,115,60,115,3,0,1
516,17,17,80.0,80.0,80.0,80.0,80.0,80.0,4.0,0,398,1,17,65,150,60,115,60,115,3,0,1
302,9,13,60.0,62.0,63.0,80.0,80.0,60.0,1.0,0,398,1,17,65,150,60,115,60,115,3,0,1
709,9,7,99.0,68.0,83.0,72.0,87.0,51.0,3.0,0,398,1,17,65,150,60,115,60,115,3,0,1
709,9,7,99.0,68.0,83.0,72.0,87.0,51.0,3.0,0,398,1,17,65,150,60,115,60,115,3,0,1
58,12,17,95.0,110.0,95.0,40.0,95.0,55.0,5.0,0,398,1,17,65,150,60,115,60,115,3,0,1
280,12,17,65.0,80.0,65.0,35.0,65.0,60.0,5.0,0,398,1,17,65,150,60,115,60,115,3,0,1
627,13,1,103.0,93.0,67.0,71.0,61.0,84.0,4.0,0,398,1,17,65,150,60,115,60,115,3,0,1
262,9,17,75.0,89.0,85.0,55.0,65.0,36.0,4.0,0,398,1,17,65,150,60,115,60,115,3,0,1
78,0,17,50.0,35.0,55.0,25.0,25.0,15.0,3.0,0,398,1,17,65,150,60,115,60,115,3,0,1
303,12,4,115.0,45.0,20.0,45.0,25.0,20.0,1.0,0,398,1,17,65,150,60,115,60,115,3,0,1
69,0,17,40.0,29.0,45.0,29.0,45.0,36.0,4.0,0,398,1,17,65,150,60,115,60,115,3,0,1
237,12,17,49.0,55.0,42.0,42.0,37.0,85.0,4.0,0,398,1,17,65,150,60,115,60,115,3,0,1
253,14,17,60.0,45.0,70.0,75.0,85.0,55.0,5.0,0,398,1,17,65,150,60,115,60,115,3,0,1
595,9,17,40.0,40.0,50.0,30.0,30.0,30.0,3.0,0,398,1,17,65,150,60,115,60,115,3,0,1
595,9,17,40.0,40.0,50.0,30.0,30.0,30.0,3.0,0,398,1,17,65,150,60,115,60,115,3,0,1
166,8,17,45.0,100.0,135.0,65.0,135.0,45.0,4.0,0,398,1,17,65,150,60,115,60,115,3,0,1
152,2,7,91.0,134.0,95.0,100.0,100.0,80.0,1.0,0,398,1,17,65,150,60,115,60,115,3,0,1
512,12,17,65.0,70.0,60.0,65.0,65.0,115.0,1.0,0,398,1,17,65,150,60,115,60,115,3,0,1
260,17,1,72.0,95.0,67.0,103.0,71.0,122.0,6.0,0,398,1,17,65,150,60,115,60,115,3,0,0
700,7,17,79.0,115.0,70.0,125.0,80.0,111.0,5.0,1,398,1,17,65,150,60,115,60,115,3,0,1
524,11,10,100.0,100.0,80.0,60.0,60.0,50.0,2.0,0,398,1,17,65,150,60,115,60,115,3,0,1
162,12,17,100.0,70.0,70.0,65.0,65.0,45.0,2.0,0,398,1,17,65,150,60,115,60,115,3,0,1
240,9,13,60.0,65.0,70.0,85.0,75.0,40.0,1.0,0,398,1,17,65,150,60,115,60,115,3,0,1
229,15,10,40.0,80.0,100.0,30.0,30.0,20.0,1.0,0,398,1,17,65,150,60,115,60,115,3,0,1
428,16,14,80.0,145.0,150.0,105.0,110.0,110.0,3.0,0,398,1,17,65,150,60,115,60,115,3,0,1
428,16,14,80.0,145.0,150.0,105.0,110.0,110.0,3.0,0,398,1,17,65,150,60,115,60,115,3,0,1
346,0,9,75.0,103.0,80.0,70.0,80.0,92.0,5.0,0,398,1,17,65,150,60,115,60,115,3,0,1
563,15,17,80.0,100.0,200.0,50.0,100.0,50.0,3.0,1,398,1,17,65,150,60,115,60,115,3,0,1
740,6,18,80.0,110.0,120.0,130.0,90.0,70.0,6.0,1,398,1,17,65,150,60,115,60,115,3,0,1
636,12,17,55.0,20.0,35.0,20.0,45.0,75.0,2.0,0,398,1,17,65,150,60,115,60,115,3,0,1
434,1,8,50.0,85.0,125.0,85.0,115.0,20.0,3.0,0,398,1,17,65,150,60,115,60,115,3,0,1
97,12,17,75.0,95.0,60.0,65.0,60.0,115.0,5.0,0,398,1,17,65,150,60,115,60,115,3,0,1
576,3,8,50.0,50.0,77.0,95.0,77.0,91.0,4.0,0,398,1,17,65,150,60,115,60,115,3,0,1
701,7,17,79.0,100.0,80.0,110.0,90.0,121.0,5.0,1,398,1,17,65,150,60,115,60,115,3,0,0
207,4,17,78.0,65.0,68.0,112.0,154.0,75.0,6.0,0,398,1,17,65,150,60,115,60,115,3,0,1
486,0,7,61.0,90.0,45.0,50.0,50.0,160.0,3.0,0,398,1,17,65,150,60,115,60,115,3,0,0
366,15,14,70.0,55.0,65.0,95.0,85.0,70.0,3.0,0,398,1,17,65,150,60,115,60,115,3,0,1
218,12,17,85.0,76.0,64.0,45.0,55.0,90.0,2.0,0,398,1,17,65,150,60,115,60,115,3,0,1
756,0,13,40.0,55.0,99.0,40.0,79.0,47.0,5.0,0,398,1,17,65,150,60,115,60,115,3,0,1
734,14,6,100.0,100.0,100.0,100.0,100.0,100.0,5.0,1,398,1,17,65,150,60,115,60,115,3,0,1
95,17,3,75.0,38.0,38.0,56.0,56.0,67.0,2.0,0,398,1,17,65,150,60,115,60,115,3,0,1
75,9,17,74.0,100.0,72.0,90.0,72.0,46.0,4.0,0,398,1,17,65,150,60,115,60,115,3,0,1
114,15,9,86.0,81.0,97.0,81.0,107.0,43.0,3.0,0,398,1,17,65,150,60,115,60,115,3,0,1
530,17,17,65.0,65.0,65.0,50.0,50.0,90.0,1.0,0,398,1,17,65,150,60,115,60,115,3,0,1
296,1,2,92.0,105.0,90.0,125.0,90.0,98.0,5.0,0,398,1,17,65,150,60,115,60,115,3,0,1
409,6,10,70.0,120.0,100.0,145.0,105.0,20.0,3.0,0,398,1,17,65,150,60,115,60,115,3,0,1
211,2,17,66.0,117.0,70.0,40.0,50.0,67.0,5.0,0,398,1,17,65,150,60,115,60,115,3,0,1
480,13,17,55.0,47.0,52.0,40.0,40.0,41.0,1.0,0,398,1,17,65,150,60,115,60,115,3,0,1
194,17,17,20.0,15.0,20.0,10.0,55.0,80.0,3.0,0,398,1,17,65,150,60,115,60,115,3,0,1
194,17,17,20.0,15.0,20.0,10.0,55.0,80.0,3.0,0,398,1,17,65,150,60,115,60,115,3,0,1
121,0,15,70.0,95.0,125.0,65.0,75.0,45.0,5.0,0,398,1,17,65,150,60,115,60,115,3,0,1
697,4,7,55.0,40.0,85.0,80.0,105.0,40.0,2.0,0,44,14,17,75,75,75,125,95,40,5,0,1
697,4,7,55.0,40.0,85.0,80.0,105.0,40.0,2.0,0,44,14,17,75,75,75,125,95,40,5,0,1
580,17,17,95.0,100.0,85.0,108.0,70.0,70.0,5.0,0,44,14,17,75,75,75,125,95,40,5,0,0
684,12,17,75.0,100.0,95.0,40.0,70.0,110.0,1.0,0,44,14,17,75,75,75,125,95,40,5,0,0
164,0,16,58.0,109.0,112.0,48.0,48.0,109.0,5.0,0,44,14,17,75,75,75,125,95,40,5,0,0
521,12,7,50.0,55.0,50.0,36.0,30.0,43.0,5.0,0,44,14,17,75,75,75,125,95,40,5,0,0
731,9,13,80.0,82.0,83.0,100.0,100.0,80.0,1.0,0,44,14,17,75,75,75,125,95,40,5,0,0
610,15,16,30.0,42.0,118.0,42.0,88.0,30.0,4.0,0,44,14,17,75,75,75,125,95,40,5,0,1
779,1,17,60.0,105.0,60.0,120.0,60.0,105.0,5.0,0,44,14,17,75,75,75,125,95,40,5,0,0
186,14,17,62.0,48.0,54.0,63.0,60.0,68.0,6.0,0,44,14,17,75,75,75,125,95,40,5,0,0
234,8,2,150.0,120.0,100.0,120.0,100.0,90.0,4.0,1,44,14,17,75,75,75,125,95,40,5,0,0
381,1,14,86.0,92.0,88.0,68.0,75.0,73.0,6.0,0,44,14,17,75,75,75,125,95,40,5,0,0
341,0,6,55.0,85.0,55.0,50.0,55.0,60.0,5.0,0,44,14,17,75,75,75,125,95,40,5,0,0
310,15,18,60.0,115.0,105.0,65.0,70.0,80.0,1.0,0,44,14,17,75,75,75,125,95,40,5,0,0
469,3,9,50.0,65.0,107.0,105.0,107.0,86.0,4.0,0,44,14,17,75,75,75,125,95,40,5,0,0
156,8,7,90.0,50.0,34.0,60.0,44.0,70.0,4.0,0,44,14,17,75,75,75,125,95,40,5,0,0
616,14,7,72.0,58.0,80.0,103.0,80.0,97.0,5.0,0,44,14,17,75,75,75,125,95,40,5,0,0
300,6,5,76.0,104.0,71.0,104.0,71.0,108.0,4.0,0,44,14,17,75,75,75,125,95,40,5,0,0
261,13,17,80.0,80.0,50.0,40.0,50.0,25.0,1.0,0,44,14,17,75,75,75,125,95,40,5,0,1
204,12,7,45.0,50.0,43.0,40.0,38.0,62.0,6.0,0,44,14,17,75,75,75,125,95,40,5,0,0
672,13,17,100.0,73.0,83.0,73.0,83.0,55.0,3.0,0,44,14,17,75,75,75,125,95,40,5,0,0
705,12,7,62.0,77.0,62.0,50.0,42.0,65.0,5.0,0,44,14,17,75,75,75,125,95,40,5,0,0
575,9,13,60.0,70.0,65.0,125.0,105.0,90.0,4.0,0,44,14,17,75,75,75,125,95,40,5,0,0
11,2,7,75.0,70.0,90.0,70.0,105.0,80.0,3.0,0,44,14,17,75,75,75,125,95,40,5,0,0
615,8,17,44.0,75.0,35.0,63.0,33.0,45.0,3.0,0,44,14,17,75,75,75,125,95,40,5,0,0
130,3,4,67.0,58.0,57.0,81.0,67.0,101.0,6.0,0,44,14,17,75,75,75,125,95,40,5,0,0
481,13,17,46.0,57.0,40.0,40.0,40.0,50.0,1.0,0,44,14,17,75,75,75,125,95,40,5,0,0
91,9,17,56.0,61.0,65.0,48.0,45.0,38.0,6.0,0,44,14,17,75,75,75,125,95,40,5,0,1
108,0,7,30.0,30.0,42.0,30.0,42.0,70.0,4.0,0,44,14,17,75,75,75,125,95,40,5,0,0
748,17,17,59.0,63.0,80.0,65.0,80.0,58.0,1.0,0,44,14,17,75,75,75,125,95,40,5,0,0
236,11,17,80.0,80.0,80.0,80.0,80.0,80.0,3.0,0,44,14,17,75,75,75,125,95,40,5,0,0
371,5,17,80.0,100.0,70.0,50.0,60.0,45.0,1.0,0,44,14,17,75,75,75,125,95,40,5,0,0
533,1,17,35.0,55.0,35.0,30.0,30.0,35.0,3.0,0,44,14,17,75,75,75,125,95,40,5,0,0
631,17,14,95.0,75.0,110.0,100.0,80.0,30.0,1.0,0,44,14,17,75,75,75,125,95,40,5,0,1
631,17,14,95.0,75.0,110.0,100.0,80.0,30.0,1.0,0,44,14,17,75,75,75,125,95,40,5,0,1
727,17,17,130.0,65.0,60.0,110.0,95.0,65.0,1.0,0,44,14,17,75,75,75,125,95,40,5,0,0
426,16,4,50.0,105.0,125.0,55.0,95.0,50.0,3.0,0,44,14,17,75,75,75,125,95,40,5,0,0
659,17,14,60.0,75.0,85.0,100.0,85.0,115.0,1.0,0,44,14,17,75,75,75,125,95,40,5,0,0
275,6,17,85.0,97.0,66.0,105.0,66.0,65.0,5.0,0,44,14,17,75,75,75,125,95,40,5,0,0
487,12,7,100.0,50.0,50.0,76.0,96.0,70.0,2.0,0,44,14,17,75,75,75,125,95,40,5,0,0
57,15,17,50.0,80.0,95.0,10.0,45.0,10.0,4.0,0,44,14,17,75,75,75,125,95,40,5,0,1
385,3,17,70.0,75.0,60.0,105.0,60.0,105.0,3.0,0,44,14,17,75,75,75,125,95,40,5,0,0
258,4,17,90.0,120.0,75.0,60.0,60.0,45.0,2.0,0,44,14,17,75,75,75,125,95,40,5,0,0
560,2,7,105.0,150.0,90.0,150.0,90.0,95.0,3.0,1,44,14,17,75,75,75,125,95,40,5,0,0
497,15,10,35.0,45.0,160.0,30.0,45.0,70.0,1.0,0,44,14,17,75,75,75,125,95,40,5,0,0
402,2,4,75.0,110.0,110.0,110.0,105.0,80.0,3.0,0,44,14,17,75,75,75,125,95,40,5,0,0
52,1,16,65.0,125.0,100.0,60.0,70.0,70.0,5.0,0,44,14,17,75,75,75,125,95,40,5,0,0
298,12,4,90.0,30.0,15.0,40.0,20.0,15.0,2.0,0,44,14,17,75,75,75,125,95,40,5,0,1
457,5,17,65.0,125.0,60.0,95.0,60.0,105.0,5.0,0,44,14,17,75,75,75,125,95,40,5,0,0
536,12,17,85.0,80.0,90.0,105.0,95.0,60.0,2.0,0,44,14,17,75,75,75,125,95,40,5,0,0
505,9,17,50.0,53.0,48.0,53.0,48.0,64.0,5.0,0,44,14,17,75,75,75,125,95,40,5,0,0
529,17,17,90.0,75.0,75.0,90.0,100.0,70.0,2.0,0,44,14,17,75,75,75,125,95,40,5,0,0
635,4,17,82.0,80.0,86.0,85.0,75.0,72.0,6.0,0,44,14,17,75,75,75,125,95,40,5,0,0
754,13,17,65.0,90.0,120.0,85.0,70.0,60.0,1.0,0,44,14,17,75,75,75,125,95,40,5,0,0
406,0,13,65.0,150.0,40.0,15.0,80.0,145.0,1.0,0,44,14,17,75,75,75,125,95,40,5,0,0
60,12,7,100.0,123.0,75.0,57.0,75.0,80.0,5.0,0,44,14,17,75,75,75,125,95,40,5,0,0
452,16,14,60.0,75.0,100.0,55.0,80.0,50.0,3.0,0,44,14,17,75,75,75,125,95,40,5,0,0
409,6,10,70.0,120.0,100.0,145.0,105.0,20.0,3.0,0,44,14,17,75,75,75,125,95,40,5,0,1
324,16,17,60.0,100.0,115.0,70.0,85.0,90.0,5.0,0,44,14,17,75,75,75,125,95,40,5,0,0
562,12,17,110.0,160.0,110.0,80.0,110.0,100.0,4.0,1,44,14,17,75,75,75,125,95,40,5,0,0
243,17,17,45.0,67.0,60.0,35.0,50.0,63.0,1.0,0,44,14,17,75,75,75,125,95,40,5,0,0
697,4,7,55.0,40.0,85.0,80.0,105.0,40.0,2.0,0,283,5,17,50,105,79,35,110,76,1,0,1
442,15,1,100.0,164.0,150.0,95.0,120.0,71.0,2.0,0,283,5,17,50,105,79,35,110,76,1,0,1
340,17,11,130.0,85.0,80.0,85.0,95.0,60.0,1.0,0,283,5,17,50,105,79,35,110,76,1,0,1
670,12,7,45.0,40.0,60.0,40.0,75.0,50.0,3.0,0,283,5,17,50,105,79,35,110,76,1,0,1
757,17,10,110.0,78.0,73.0,76.0,71.0,60.0,3.0,0,283,5,17,50,105,79,35,110,76,1,0,1
702,9,10,95.0,109.0,105.0,75.0,85.0,56.0,4.0,0,283,5,17,50,105,79,35,110,76,1,0,1
96,14,17,45.0,30.0,50.0,65.0,50.0,45.0,4.0,0,283,5,17,50,105,79,35,110,76,1,0,1
769,4,17,126.0,131.0,95.0,131.0,98.0,99.0,6.0,1,283,5,17,50,105,79,35,110,76,1,0,0
352,15,9,66.0,41.0,77.0,61.0,87.0,23.0,3.0,0,283,5,17,50,105,79,35,110,76,1,0,1
661,16,10,75.0,85.0,200.0,55.0,65.0,30.0,2.0,0,283,5,17,50,105,79,35,110,76,1,0,1
381,1,14,86.0,92.0,88.0,68.0,75.0,73.0,6.0,0,283,5,17,50,105,79,35,110,76,1,0,1
145,10,17,10.0,55.0,25.0,35.0,45.0,95.0,1.0,0,283,5,17,50,105,79,35,110,76,1,0,0
673,17,10,100.0,110.0,90.0,85.0,90.0,60.0,3.0,0,283,5,17,50,105,79,35,110,76,1,0,1
126,1,17,70.0,90.0,90.0,135.0,90.0,125.0,4.0,1,283,5,17,50,105,79,35,110,76,1,0,0
482,13,17,70.0,62.0,67.0,55.0,55.0,56.0,1.0,0,283,5,17,50,105,79,35,110,76,1,0,1
723,14,17,75.0,75.0,130.0,75.0,130.0,95.0,4.0,1,283,5,17,50,105,79,35,110,76,1,0,0
549,17,10,95.0,85.0,85.0,65.0,65.0,35.0,2.0,0,283,5,17,50,105,79,35,110,76,1,0,1
752,0,13,40.0,35.0,30.0,20.0,20.0,50.0,1.0,0,283,5,17,50,105,79,35,110,76,1,0,1
44,14,17,75.0,75.0,75.0,125.0,95.0,40.0,5.0,0,283,5,17,50,105,79,35,110,76,1,0,1
522,6,5,90.0,93.0,55.0,70.0,55.0,55.0,5.0,0,283,5,17,50,105,79,35,110,76,1,0,1
625,13,0,40.0,50.0,90.0,30.0,55.0,65.0,4.0,0,283,5,17,50,105,79,35,110,76,1,0,1
64,9,13,40.0,30.0,35.0,50.0,70.0,55.0,4.0,0,283,5,17,50,105,79,35,110,76,1,0,1
732,0,7,70.0,80.0,102.0,80.0,102.0,40.0,4.0,0,283,5,17,50,105,79,35,110,76,1,0,1
570,10,15,80.0,85.0,95.0,30.0,30.0,25.0,1.0,0,283,5,17,50,105,79,35,110,76,1,0,1
83,12,17,250.0,5.0,5.0,35.0,105.0,50.0,1.0,0,283,5,17,50,105,79,35,110,76,1,0,1
680,12,7,40.0,55.0,30.0,30.0,30.0,85.0,3.0,0,283,5,17,50,105,79,35,110,76,1,0,0
304,16,14,100.0,100.0,100.0,100.0,100.0,100.0,3.0,1,283,5,17,50,105,79,35,110,76,1,0,0
627,13,1,103.0,93.0,67.0,71.0,61.0,84.0,4.0,0,283,5,17,50,105,79,35,110,76,1,0,0
467,6,5,64.0,78.0,52.0,78.0,52.0,81.0,4.0,0,283,5,17,50,105,79,35,110,76,1,0,0
483,13,17,61.0,72.0,57.0,55.0,55.0,65.0,1.0,0,283,5,17,50,105,79,35,110,76,1,0,1
185,14,17,65.0,65.0,60.0,130.0,95.0,110.0,2.0,0,283,5,17,50,105,79,35,110,76,1,0,0
185,14,17,65.0,65.0,60.0,130.0,95.0,110.0,2.0,0,283,5,17,50,105,79,35,110,76,1,0,0
678,14,7,67.0,57.0,55.0,77.0,55.0,114.0,5.0,0,283,5,17,50,105,79,35,110,76,1,0,0
387,17,7,65.0,40.0,70.0,80.0,140.0,70.0,2.0,0,283,5,17,50,105,79,35,110,76,1,0,1
425,3,17,70.0,75.0,80.0,135.0,80.0,135.0,3.0,0,283,5,17,50,105,79,35,110,76,1,0,0
